,資産1,資産2,資産3,資産4,資産5
2013-06-30,2.4533618305699,-12.664504238101166,-5.316215525307894,15.997282332743682,13.427103953952221
2013-07-31,2.360092471899746,-3.0237651553417617,4.469156833852259,0.6172378270488359,8.813221050214747
2013-08-31,-3.150190300516889,-10.798529647999231,-12.634803695975204,5.561980114158046,4.078432866604668
2013-09-30,2.6893766302041664,12.394209533493864,-0.06548025073552588,23.469619477783024,10.73756682042139
2013-10-31,3.5344690361258317,8.913696063099012,5.781368672424902,26.814798521330072,-1.5062615169733444
2013-11-30,-1.2431659803810735,12.585018476197172,0.8759464921404162,-5.892764727522945,5.874677233657862
2013-12-31,0.792380573995754,1.2930631968456618,6.741097559556225,8.967999275484072,9.039749008440019
2014-01-31,14.89525372137759,11.207411600494352,7.413710248680332,1.5265946608764747,14.077982484248684
2014-02-28,-5.596580443824608,16.40395149722297,4.044895364533577,6.7842771888025615,24.139031671133598
2014-03-31,2.9160427285934247,-4.585022820967841,2.865145401184618,6.848121509831863,12.470432218523847
2014-04-30,10.93842665332515,6.3292843388099005,5.964839401290811,13.546515986131011,12.26271684301997
2014-05-31,5.4013531606706255,18.449687302550373,11.318926651298947,7.570575520612037,9.017756052277864
2014-06-30,-0.41131514162026717,8.019271507054892,14.075481719659843,13.392808562654077,5.667634290446047
2014-07-31,-2.0404385611022864,-0.550065407036457,4.525360779910109,-2.3861679345199143,-2.0016043379904316
2014-08-31,-11.791493959196401,-11.923464435212145,1.414485390201419,11.021113892787051,-0.9005746693749908
2014-09-30,3.195035378639589,-0.902026192239255,19.238364073384655,30.374005668918038,15.585290227981387
2014-10-31,-6.552296738758639,-11.007762643089197,-10.004408732444759,-4.06914452427549,-10.473744107764482
2014-11-30,5.469986986984898,9.154258860386207,9.770868650973492,11.095911134247391,11.676057062325418
2014-12-31,-11.399689827114173,-14.013017342840786,-7.5574189621253645,-3.042361228979132,-17.2651527921027
2015-01-31,0.0942849002105135,-0.6426038216282506,8.978368256145416,16.61948509318976,7.822723541884784
2015-02-28,0.317570779824901,1.3317382801088282,2.801537217684678,11.045720947992745,-3.8432383497745075
2015-03-31,1.7009684432323249,-8.021083983453545,-6.704658042036785,11.362656187906847,5.419960539243236
2015-04-30,5.095219468340399,17.17417305874119,3.803363745775212,16.19528182280107,10.54387187754681
2015-05-31,-1.0571623756149484,29.008021337606095,2.587612955408363,-13.502299198249805,2.5332629331950276
2015-06-30,13.677789496214938,7.726861915549113,5.995042474108906,12.099082640282395,19.037975541603146
2015-07-31,-2.0477196166083114,-3.152166527589473,3.1744058813499976,5.521532487350459,-8.908686264078288
2015-08-31,-7.357840495448222,-2.9582511437188153,-8.63864139927069,17.080664607138786,-7.959750748487295
2015-09-30,-2.8030671825682356,-5.183738731478183,3.269118420078577,10.195363626588371,6.243577156973681
2015-10-31,-1.5660553128679502,10.016617538112667,-1.931614678848371,11.87701100370013,-10.394570378422275
2015-11-30,1.8228572066028113,1.8976044253178512,-3.9813796824983534,-36.15843721621826,-9.118223409443354
2015-12-31,-4.878671214277427,-3.018701933306345,-2.2527235192334034,-1.3116079067486837,-1.0739522277314508
2016-01-31,3.3688189327142464,2.1710603332392457,3.144020510209651,-19.207764753774825,-19.370608170570005
2016-02-29,-3.5930736834856054,-0.2661409266301811,-1.8113161720084299,10.355949029933747,1.8947708284492828
2016-03-31,-2.888373661877454,-0.5279589817845203,11.150433816357559,21.534616832005135,11.429235610985678
2016-04-30,3.7231450478135315,-4.729786525479461,-7.370701484211663,6.391388407807952,-13.878093678989696
2016-05-31,9.376561941721036,14.573857523304055,4.847625313955016,9.652815235381668,18.194716038234816
2016-06-30,2.9421459713702722,6.822392446584027,7.715227443692783,6.418122746386339,12.02289312988951
2016-07-31,-0.766120611590549,-10.296635444843709,-6.10390194084762,5.20461086827512,1.9244005322734123
2016-08-31,3.6270173985697296,25.81318930599899,5.174548039162945,6.392565661435067,10.367343035620108
2016-09-30,8.219458619402076,2.193803884458415,-1.0831698727062138,32.67689485227575,16.633274671546374
2016-10-31,7.407514074114382,13.978706430712972,-5.043528609426718,15.059007728468332,2.255885526267939
2016-11-30,2.8531023535201903,-2.226434050554304,5.037606151457531,6.213426516218407,21.05473617030161
2016-12-31,3.9252301517539006,-0.5563224797826494,6.234686944287345,-3.554233055093963,9.539070244007494
